cuisine_type,American,Chinese,French,Indian,Italian,Japanese,Korean,Mediterranean,Mexican,MiddleEastern,Southern,Spanish,Thai,Vietnamese,order_id,restaurant_name,day_of_the_week,weekend,cost_of_the_order,food_preparation_time,delivery_time,rating,rating_ge_5,rating_le_3
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477029,The Meatball Shop,Weekday,0,13,23,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477222,The Meatball Shop,Weekend,1,11.64,23,24,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477615,Rubirosa,Weekend,1,14.07,35,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477802,The Meatball Shop,Weekend,1,12.13,21,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477924,The Meatball Shop,Weekday,0,32.98,26,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476598,Parm,Weekend,1,12.13,34,22,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478026,Pepe Rosso To Go,Weekday,0,12.23,24,24,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477536,Piccolo Angolo,Weekend,1,15.91,26,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477527,Parm,Weekend,1,5.72,26,27,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477774,The Meatball Shop,Weekend,1,29.15,34,20,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476808,Pepe Giallo,Weekday,0,14.6,32,24,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478010,Parm,Weekend,1,6.69,24,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476805,Parm,Weekday,0,22.8,33,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477905,The Meatball Shop,Weekend,1,15.57,20,24,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476568,Otto Enoteca Pizzeria,Weekday,0,19.4,32,28,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477239,The Meatball Shop,Weekend,1,22.36,28,18,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476780,Vezzo Thin Crust Pizza,Weekend,1,12.13,34,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477317,Parm,Weekend,1,15.77,27,18,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478328,Rubirosa,Weekend,1,33.03,22,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477808,Vezzo Thin Crust Pizza,Weekend,1,13.05,31,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477328,Parm,Weekend,1,13.68,33,21,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477318,UVA Wine Bar & Restaurant,Weekday,0,14.65,32,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477020,Rubirosa,Weekend,1,7.33,26,22,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477284,Parm,Weekend,1,14.12,28,22,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477160,The Meatball Shop,Weekday,0,8.63,28,27,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476699,The Meatball Shop,Weekend,1,12.23,35,22,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477219,The Meatball Shop,Weekday,0,32.98,23,25,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478151,Cipriani Le Specialita,Weekend,1,5.92,35,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477313,Parm,Weekday,0,8.59,32,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476782,The Meatball Shop,Weekend,1,12.23,24,17,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477325,Parm,Weekday,0,19.35,23,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477586,The Meatball Shop,Weekday,0,8.78,34,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477974,Parm,Weekend,1,9.22,31,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477380,Rubirosa,Weekday,0,25.27,23,31,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477548,The Meatball Shop,Weekday,0,12.95,29,24,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477678,Otto Enoteca Pizzeria,Weekend,1,9.61,26,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477309,Rubirosa,Weekday,0,22.8,32,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477063,The Meatball Shop,Weekend,1,19.4,28,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477090,Osteria Morini,Weekday,0,9.22,29,33,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478319,The Meatball Shop,Weekend,1,16.49,22,28,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477944,Rubirosa,Weekday,0,14.12,26,27,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476617,The Meatball Shop,Weekend,1,31.33,30,15,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478178,The Meatball Shop,Weekend,1,12.23,25,19,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477937,The Meatball Shop,Weekday,0,9.65,34,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477460,The Meatball Shop,Weekday,0,12.08,33,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476616,Parm,Weekday,0,31.43,28,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478358,The Meatball Shop,Weekend,1,13,34,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476971,Parm,Weekday,0,28.57,22,32,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478208,The Meatball Shop,Weekend,1,29.15,29,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478253,Parm,Weekend,1,25.27,28,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478386,The Meatball Shop,Weekday,0,14.7,30,24,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477093,Serafina Fabulous Pizza,Weekday,0,14.84,35,31,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477801,Zero Otto Nove,Weekday,0,12.18,29,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477841,Rubirosa,Weekend,1,21.88,28,27,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476870,The Meatball Shop,Weekend,1,24.3,28,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477038,The Meatball Shop,Weekend,1,12.18,25,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478085,Tony's Di Napoli,Weekend,1,11.3,35,29,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478206,Osteria Morini,Weekday,0,24.2,28,28,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478326,Il Bambino,Weekend,1,29.25,34,29,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477576,Rubirosa,Weekday,0,14.12,26,32,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477867,Tony's Di Napoli,Weekend,1,15.81,35,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477691,Parm,Weekend,1,16.44,29,26,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477557,The Meatball Shop,Weekend,1,22.36,32,21,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477892,Parm,Weekday,0,25.17,33,32,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478352,Otto Enoteca Pizzeria,Weekend,1,12.18,21,20,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477136,Parm,Weekend,1,21.88,23,30,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476719,Parm,Weekend,1,12.08,25,28,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477959,Otto Enoteca Pizzeria,Weekend,1,29.05,24,18,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476851,Carmine's,Weekday,0,19.98,34,30,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477636,Parm,Weekend,1,12.13,29,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478362,The Meatball Shop,Weekday,0,29.1,22,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478009,Parm,Weekend,1,6.79,21,30,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478374,Rubirosa,Weekend,1,5.97,30,25,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476914,Parm,Weekend,1,16.3,26,23,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477734,The Meatball Shop,Weekday,0,29.25,35,29,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476959,Serafina Fabulous Pizza,Weekday,0,19.5,22,33,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477395,Parm,Weekday,0,14.55,30,32,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477483,Osteria Morini,Weekday,0,6.79,32,29,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478002,The Meatball Shop,Weekend,1,12.13,34,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477812,Rubirosa,Weekend,1,24.2,31,15,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477804,The Meatball Shop,Weekend,1,19.45,21,19,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478176,Rubirosa,Weekend,1,29.1,28,16,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477910,Frank Restaurant,Weekday,0,12.08,20,31,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478131,Parm,Weekend,1,12.13,23,15,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476915,Pepe Rosso To Go,Weekend,1,15.57,29,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477030,Rubirosa,Weekday,0,24.3,29,31,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477336,The Meatball Shop,Weekend,1,32.93,34,29,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476991,The Meatball Shop,Weekend,1,12.08,32,19,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477465,Carmine's,Weekend,1,21.93,20,28,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477477,The Meatball Shop,Weekend,1,11.69,35,16,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478135,The Meatball Shop,Weekday,0,14.02,20,27,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478410,The Meatball Shop,Weekend,1,25.22,32,25,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477142,Rubirosa,Weekend,1,24.2,23,26,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477368,Parm,Weekend,1,24.25,34,21,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478112,The Meatball Shop,Weekend,1,22.36,35,21,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476645,Serafina Fabulous Pizza,Weekend,1,13.68,20,20,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1476793,Rubirosa,Weekend,1,9.17,27,25,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477292,Parm,Weekday,0,17.03,21,27,3,0,1
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478380,The Meatball Shop,Weekday,0,9.41,30,32,5,1,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1477298,The Meatball Shop,Weekend,1,29.05,32,19,4,0,0
Italian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478043,The Meatball Shop,Weekend,1,29.2,29,23,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477435,Hatsuhana,Weekend,1,29.49,22,23,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478142,Hatsuhana,Weekend,1,29.15,33,28,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477906,Sushi of Gari Tribeca,Weekend,1,19.02,27,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476550,The Loop,Weekend,1,16.98,26,27,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476832,Donburi-ya,Weekend,1,12.37,24,17,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477886,Blue Ribbon Sushi,Weekday,0,32.93,34,31,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477793,Blue Ribbon Sushi,Weekday,0,8.54,22,26,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476722,Kanoyama,Weekend,1,12.81,23,24,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476565,Blue Ribbon Sushi Bar & Grill,Weekend,1,15.33,32,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478302,Blue Ribbon Sushi Bar & Grill,Weekday,0,4.9,29,32,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476594,TAO,Weekend,1,12.17,22,16,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478394,Blue Ribbon Sushi,Weekday,0,14.5,34,24,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477201,TAO,Weekend,1,16.05,23,20,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476772,Sushi of Gari,Weekday,0,12.13,29,26,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478111,Blue Ribbon Sushi,Weekend,1,12.23,29,22,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477442,Asuka Sushi,Weekend,1,19.45,23,23,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477725,Momoya,Weekend,1,12.18,26,25,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476638,Blue Ribbon Sushi Bar & Grill,Weekend,1,11.88,25,17,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477268,TAO,Weekend,1,6.69,22,28,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476880,Momoya,Weekend,1,9.41,26,20,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477351,Sushi of Gari Tribeca,Weekend,1,8.63,33,17,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477540,Blue Ribbon Sushi,Weekend,1,13.78,32,23,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476907,Nobu Next Door,Weekday,0,5.67,33,25,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477370,Sushi of Gari 46,Weekday,0,29.1,32,30,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478420,Momoya,Weekend,1,15.81,25,15,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477275,Sushi of Gari 46,Weekend,1,9.22,32,28,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477994,Momoya,Weekend,1,9.55,30,26,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477688,Blue Ribbon Sushi,Weekend,1,12.13,35,28,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476680,Blue Ribbon Sushi Izakaya,Weekend,1,12.08,35,15,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477761,Blue Ribbon Sushi,Weekend,1,24.35,33,22,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477543,Sushi of Gari 46,Weekend,1,12.13,27,20,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477022,Blue Ribbon Sushi,Weekend,1,12.08,33,22,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478353,Momoya,Weekday,0,12.23,32,24,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477784,Momoya,Weekend,1,24.3,28,20,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478118,Blue Ribbon Sushi,Weekend,1,9.85,24,15,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477352,Sushi of Gari,Weekend,1,9.31,31,22,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477071,Nobu Next Door,Weekend,1,29.05,33,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478051,Sushi of Gari 46,Weekend,1,24.3,29,23,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477718,Blue Ribbon Sushi,Weekend,1,16.11,22,26,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477957,TAO,Weekday,0,8,28,24,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476692,Nobu Next Door,Weekday,0,29.1,35,27,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476980,Momoya,Weekend,1,6.02,28,20,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477845,Blue Ribbon Sushi,Weekday,0,24.3,21,33,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476765,Sushi of Gari Tribeca,Weekend,1,19.45,25,15,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476737,Nobu Next Door,Weekday,0,12.23,31,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477146,Yama Japanese Restaurant,Weekend,1,32.93,29,17,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477086,Blue Ribbon Sushi,Weekday,0,17.08,35,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477448,Sushi of Gari,Weekend,1,22.75,30,22,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478016,Yama Japanese Restaurant,Weekend,1,9.65,24,16,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477817,Sushi of Gari 46,Weekday,0,12.18,24,27,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478040,Sushi of Gari Tribeca,Weekday,0,12.13,22,26,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476587,TAO,Weekend,1,9.22,26,25,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478439,TAO,Weekend,1,8.54,26,23,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477199,Yama Japanese Restaurant,Weekday,0,9.02,25,33,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477257,Sushi of Gari 46,Weekday,0,12.13,34,28,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478419,Blue Ribbon Sushi Bar & Grill,Weekend,1,15.96,31,20,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478023,Nobu Next Door,Weekend,1,14.12,30,19,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477406,Blue Ribbon Sushi Bar & Grill,Weekend,1,16.74,22,20,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477847,Blue Ribbon Sushi,Weekday,0,24.25,22,29,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477982,Go! Go! Curry!,Weekday,0,14.02,22,27,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478095,Blue Ribbon Sushi,Weekend,1,12.18,30,17,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477037,Blue Ribbon Sushi,Weekend,1,12.23,33,21,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477220,Kambi Ramen House,Weekend,1,32.93,35,19,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476944,Terakawa Ramen,Weekday,0,8.54,27,25,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478109,Nobu Next Door,Weekend,1,11.59,26,24,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478369,Sushi Samba,Weekend,1,22.36,31,30,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476970,Nobu Next Door,Weekend,1,33.37,32,21,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477372,Sushi of Gari Tribeca,Weekend,1,29.2,32,22,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476736,Nobu Next Door,Weekend,1,12.46,35,28,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476749,Sushi of Gari Tribeca,Weekend,1,9.55,35,25,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477875,Blue Ribbon Sushi Bar & Grill,Weekend,1,12.18,22,18,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478247,Sushi of Gari,Weekend,1,32.98,34,21,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478046,The Loop,Weekend,1,31.38,26,24,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477731,Blue Ribbon Sushi Izakaya,Weekend,1,24.25,33,21,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476660,Blue Ribbon Sushi,Weekend,1,12.18,34,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476910,TAO,Weekend,1,8.1,32,16,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476996,Sushi of Gari 46,Weekend,1,16.44,24,27,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477663,Nobu Next Door,Weekday,0,29.29,30,24,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477843,Blue Ribbon Sushi Izakaya,Weekday,0,13.1,24,28,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478108,Momoya,Weekday,0,32.93,28,27,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477844,Mira Sushi,Weekend,1,13.05,33,29,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476912,Yama Japanese Restaurant,Weekend,1,8.78,22,28,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478088,Nobu Next Door,Weekend,1,9.7,30,29,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476643,Momoya,Weekend,1,22.85,32,17,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476994,Blue Ribbon Sushi Bar & Grill,Weekday,0,19.35,23,28,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478090,Blue Ribbon Sushi Izakaya,Weekday,0,16.01,23,27,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478160,Donburi-ya,Weekday,0,15.86,28,28,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478137,Izakaya Ten,Weekend,1,13.05,34,23,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477998,Blue Ribbon Sushi,Weekend,1,29.1,20,16,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477676,Blue Ribbon Sushi,Weekend,1,8.54,34,25,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477259,Blue Ribbon Sushi,Weekend,1,29.15,31,19,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476909,Blue Ribbon Sushi Bar & Grill,Weekend,1,4.85,20,21,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477487,TAO,Weekend,1,12.61,32,24,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476710,Blue Ribbon Sushi Izakaya,Weekend,1,8.93,28,18,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477349,Nobu Next Door,Weekend,1,4.47,28,26,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477917,Momoya,Weekend,1,24.3,35,30,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477816,Momoya,Weekend,1,11.59,24,29,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478073,TAO,Weekend,1,24.25,22,21,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476640,Hibino,Weekend,1,14.02,28,15,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477851,Blue Ribbon Sushi Izakaya,Weekend,1,32.93,21,19,4,0,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476741,Blue Ribbon Sushi Izakaya,Weekend,1,6.79,32,30,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1476724,Blue Ribbon Sushi,Weekday,0,21.83,21,26,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477254,Blue Ribbon Sushi,Weekend,1,8.1,35,18,5,1,0
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1477450,Blue Ribbon Sushi,Weekend,1,11.93,24,21,3,0,1
Japanese,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1478335,Nobu Next Door,Weekend,1,25.17,31,29,4,0,0
